-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2808,2809,-1,2802,2803,-1,-1,-1,-1,-1,2536,2537,104,105,85,72,89,90,73,90,73,90,73,90,73,90,73,90,73,90,75,90,75
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2816,2817,-1,-1,-1,-1,-1,-1,71,-1,2544,2545,2546,71,93,96,97,82,81,82,81,82,81,82,81,82,81,82,81,82,83,82,83
-1,-1,-1,2808,2809,-1,-1,-1,2802,2803,-1,-1,-1,-1,-1,-1,-1,-1,-1,624,625,626,-1,628,629,79,-1,2552,2553,2554,79,101,104,105,88,75,90,75,90,75,90,75,90,75,90,89,90,91,90,91
-1,-1,-1,2816,2817,-1,-1,-1,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,624,625,626,627,628,629,630,-1,2560,2561,2562,2563,109,110,111,96,83,82,83,82,83,82,83,82,83,82,81,82,83,82,83
-1,-1,-1,-1,-1,-1,-1,-1,-1,93,-1,-1,-1,2801,-1,64,67,68,-1,632,633,634,635,636,637,-1,-1,2568,2569,2570,2571,384,385,71,104,91,90,91,90,91,90,91,90,91,90,89,90,91,90,91
-1,-1,992,993,994,995,996,997,998,101,-1,-1,-1,-1,-1,72,75,76,-1,640,641,642,643,644,645,336,337,338,339,340,341,392,393,79,96,99,98,99,98,99,98,99,98,99,98,81,82,81,82,83
-1,-1,1000,1001,1002,1003,1004,1005,1006,109,-1,-1,-1,-1,-1,80,83,84,85,648,649,650,651,652,653,344,345,346,347,348,349,400,401,402,104,404,106,107,106,106,107,106,107,107,88,89,90,89,90,91
-1,-1,1008,1009,1010,1011,1012,1013,3,-1,-1,-1,-1,-1,-1,88,91,92,93,656,657,658,659,660,661,352,353,354,355,356,357,408,409,410,411,412,413,79,512,513,514,515,516,517,96,81,82,83,82,83
-1,-1,1016,1017,1018,1019,1020,1021,1022,-1,-1,-1,-1,-1,-1,96,99,100,101,664,665,666,667,668,669,360,361,362,363,364,365,416,417,418,419,420,421,422,87,521,522,523,524,525,88,89,90,91,90,91
-1,2542,1024,1025,1026,1027,1028,1029,1030,-1,944,945,946,947,948,104,107,108,109,672,673,674,675,676,677,368,369,370,371,372,373,2773,425,426,427,428,429,101,528,529,530,531,532,533,80,81,82,81,82,83
-1,2550,1032,1033,1034,1035,1036,1037,1038,-1,952,953,954,955,956,957,2781,-1,-1,680,681,682,683,684,685,376,377,378,379,380,381,2781,433,434,435,436,437,109,71,537,538,539,540,541,88,89,90,89,90,91
-1,2558,1040,1041,1042,1043,1044,1045,1046,3,960,961,962,963,964,965,-1,-1,-1,-1,-1,-1,-1,85,3635,-1,-1,-1,-1,-1,-1,85,-1,32,-1,-1,-1,-1,79,545,546,547,548,549,80,83,82,83,82,83
-1,3,-1,-1,-1,-1,-1,-1,-1,-1,968,969,970,971,972,973,36,37,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,-1,-1,93,-1,-1,-1,-1,-1,-1,552,553,554,555,556,557,88,41,90,46,90,41
-1,-1,-1,3,2584,2585,2586,2587,2588,2589,976,977,978,979,980,981,44,42,36,-1,36,37,36,101,38,-1,-1,-1,-1,-1,36,101,36,37,38,39,39,39,-1,-1,-1,-1,-1,32,96,49,53,54,46,46
-1,-1,-1,-1,2592,2593,2594,2595,2596,2597,-1,-1,2801,-1,-1,-1,52,50,44,43,44,45,44,109,46,312,313,314,315,316,44,109,44,45,46,47,33,34,38,34,38,34,38,40,41,57,46,47,54,53
-1,-1,-1,85,2600,2601,2602,2603,2604,2605,-1,-1,-1,-1,-1,-1,60,61,52,51,52,53,52,53,54,320,321,322,323,324,52,53,52,53,54,55,41,45,46,45,46,45,46,47,49,53,54,55,62,61
-1,-1,-1,93,2608,2609,2610,2611,2612,2613,-1,-1,-1,-1,-1,-1,-1,56,60,59,60,61,60,61,62,328,2835,2836,2837,332,60,61,60,61,62,63,49,53,54,53,54,53,54,55,57,61,62,63,2835,2836
-1,-1,-1,101,3,2617,2618,2619,2620,2621,-1,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2781,-1,2851,2829,2844,2836,2836,2836,2836,2836,2836,2837,57,61,62,61,62,61,62,2835,2836,2836,2836,2836,2861,2844
-1,-1,-1,109,-1,-1,-1,-1,-1,3,-1,-1,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2203,2204,2851,2852,2852,2852,2852,2852,2852,2829,2859,2836,2836,2836,2836,2836,2836,2836,2861,2827,2852,2852,2852,2852,2852
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,101,-1,-1,-1,-1,2801,-1,-1,-1,-1,-1,-1,-1,-1,-1,2216,2217,2217,2217,2217,2217,2204,2851,2852,2852,2852,2852,2852,2852,2852,2852,2852,2853,2203,2217,2217,2217,2204
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2216,2217,2217,2217,2217,2217,2217,2217,2217,2217,2218,-1,-1,-1,-1,-1
